laureate_id,laureate_name,gender,award_year,category,motivation_en,affiliation_name,affiliation_city,affiliation_country,affiliation_type,count
235,George Porter,male,1967,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Royal Institution of Great Britain,London,United Kingdom,government,1
236,Lars Onsager,male,1968,Chemistry,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",Yale University,"New Haven, CT",United States,university,1
237,Derek H. R. Barton,male,1969,Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,Imperial College,London,United Kingdom,university,1
238,Odd Hassel,male,1969,Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,University of Oslo,Oslo,Norway,university,1
239,Luis F. Leloir,male,1970,Chemistry,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,Institute for Biochemical Research,Buenos Aires,Argentina,research_institute,1
240,Gerhard Herzberg,male,1971,Chemistry,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals",National Research Council of Canada,Ottawa,Canada,research_institute,1
241,Christian B. Anfinsen,male,1972,Chemistry,"for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation",National Institutes of Health,"Bethesda, MD",United States,government,1
242,Stanford Moore,male,1972,Chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,Rockefeller University,"New York, NY",United States,university,1
243,William H. Stein,male,1972,Chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,Rockefeller University,"New York, NY",United States,university,1
244,Ernst Otto Fischer,male,1973,Chemistry,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",Technical University,Munich,Germany,university,1
245,Geoffrey Wilkinson,male,1973,Chemistry,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",Imperial College,London,United Kingdom,university,1
246,Paul J. Flory,male,1974,Chemistry,"for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules",Stanford University,"Stanford, CA",United States,university,1
247,John Warcup Cornforth,male,1975,Chemistry,for his work on the stereochemistry of enzyme-catalyzed reactions,University of Sussex,Brighton,United Kingdom,university,1
248,Vladimir Prelog,male,1975,Chemistry,for his research into the stereochemistry of organic molecules and reactions,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,university,1
249,William N. Lipscomb,male,1976,Chemistry,for his studies on the structure of boranes illuminating problems of chemical bonding,Harvard University,"Cambridge, MA",United States,university,1
250,Ilya Romanovich Prigogine,male,1977,Chemistry,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures",Université Libre de Bruxelles,Brussels,Belgium,university,1
250,Ilya Romanovich Prigogine,male,1977,Chemistry,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures",University of Texas,"Austin, TX",United States,university,1
251,Peter D. Mitchell,male,1978,Chemistry,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,Glynn Research Laboratories,Bodmin,United Kingdom,research_institute,1
252,Herbert C. Brown,male,1979,Chemistry,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",Purdue University,"West Lafayette, IN",United States,university,1
253,Georg Wittig,male,1979,Chemistry,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",University of Heidelberg,Heidelberg,Germany,university,1
254,Paul Berg,male,1980,Chemistry,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA",Stanford University,"Stanford, CA",United States,university,1
255,Walter Gilbert,male,1980,Chemistry,for their contributions concerning the determination of base sequences in nucleic acids,"Harvard University, Biological Laboratories","Cambridge, MA",United States,university,1
257,Kenichi Fukui,male,1981,Chemistry,"for their theories, developed independently, concerning the course of chemical reactions",Kyoto University,Kyoto,Japan,university,1
258,Roald Hoffmann,male,1981,Chemistry,"for their theories, developed independently, concerning the course of chemical reactions",Cornell University,"Ithaca, NY",United States,university,1
259,Aaron Klug,male,1982,Chemistry,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,research_institute,1
260,Henry Taube,male,1983,Chemistry,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes",Stanford University,"Stanford, CA",United States,university,1
261,Robert Bruce Merrifield,male,1984,Chemistry,for his development of methodology for chemical synthesis on a solid matrix,Rockefeller University,"New York, NY",United States,university,1
262,Herbert A. Hauptman,male,1985,Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,The Medical Foundation of Buffalo,"Buffalo, NY",United States,research_institute,1
263,Jerome Karle,male,1985,Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures,US Naval Research Laboratory,"Washington, D.C.",United States,research_institute,1
264,Dudley R. Herschbach,male,1986,Chemistry,for their contributions concerning the dynamics of chemical elementary processes,Harvard University,"Cambridge, MA",United States,university,1
265,Yuan T. Lee,male,1986,Chemistry,for their contributions concerning the dynamics of chemical elementary processes,University of California,"Berkeley, CA",United States,university,1
266,John C. Polanyi,male,1986,Chemistry,for their contributions concerning the dynamics of chemical elementary processes,University of Toronto,Toronto,Canada,university,1
267,Donald J. Cram,male,1987,Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,University of California,"Los Angeles, CA",United States,university,1
268,Jean-Marie Lehn,male,1987,Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,Université Louis Pasteur,Strasbourg,France,university,1
268,Jean-Marie Lehn,male,1987,Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,Collège de France,Paris,France,other,1
269,Charles J. Pedersen,male,1987,Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity,Du Pont,"Wilmington, DE",United States,other,1
270,Johann Deisenhofer,male,1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",United States,university,1
270,Johann Deisenhofer,male,1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Howard Hughes Medical Institute,,United States,research_institute,1
271,Robert Huber,male,1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Max-Planck-Institut für Biochemie,Martinsried,Germany,other,1
272,Hartmut Michel,male,1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany,other,1
273,Sidney Altman,male,1989,Chemistry,for their discovery of catalytic properties of RNA,Yale University,"New Haven, CT",United States,university,1
274,Thomas R. Cech,male,1989,Chemistry,for their discovery of catalytic properties of RNA,University of Colorado,"Boulder, CO",United States,university,1
275,Elias James Corey,male,1990,Chemistry,for his development of the theory and methodology of organic synthesis,Harvard University,"Cambridge, MA",United States,university,1
276,Richard R. Ernst,male,1991,Chemistry,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,university,1
277,Rudolph A. Marcus,male,1992,Chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,California Institute of Technology (Caltech),"Pasadena, CA",United States,university,1
278,Kary B. Mullis,male,1993,Chemistry,for his invention of the polymerase chain reaction (PCR) method,,,,unknown,1
279,Michael Smith,male,1993,Chemistry,"for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",University of British Columbia,Vancouver,Canada,university,1
280,George A. Olah,male,1994,Chemistry,for his contribution to carbocation chemistry,University of Southern California,"Los Angeles, CA",United States,university,1
281,Paul J. Crutzen,male,1995,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Max-Planck-Institut für Chemie,Mainz,Germany,other,1
282,Mario J. Molina,male,1995,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
283,F. Sherwood Rowland,male,1995,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",University of California,"Irvine, CA",United States,university,1
284,Robert F. Curl Jr.,male,1996,Chemistry,for their discovery of fullerenes,Rice University,"Houston, TX",United States,university,1
285,Sir Harold W. Kroto,male,1996,Chemistry,for their discovery of fullerenes,University of Sussex,Brighton,United Kingdom,university,1
286,Richard E. Smalley,male,1996,Chemistry,for their discovery of fullerenes,Rice University,"Houston, TX",United States,university,1
287,Paul D. Boyer,male,1997,Chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),University of California,"Los Angeles, CA",United States,university,1
288,John E. Walker,male,1997,Chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,research_institute,1
289,Jens C. Skou,male,1997,Chemistry,"for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase",Aarhus University,Aarhus,Denmark,university,1
290,Walter Kohn,male,1998,Chemistry,for his development of the density-functional theory,University of California,"Santa Barbara, CA",United States,university,1
291,John A. Pople,male,1998,Chemistry,for his development of computational methods in quantum chemistry,Northwestern University,"Evanston, IL",United States,university,1
292,Ahmed H. Zewail,male,1999,Chemistry,for his studies of the transition states of chemical reactions using femtosecond spectroscopy,California Institute of Technology (Caltech),"Pasadena, CA",United States,university,1
293,Emil Adolf von Behring,male,1901,Physiology or Medicine,"for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths",Marburg University,Marburg,Germany,university,1
294,Ronald Ross,male,1902,Physiology or Medicine,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",University College,Liverpool,United Kingdom,university,1
295,Niels Ryberg Finsen,male,1903,Physiology or Medicine,"in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science",Finsen Medical Light Institute,Copenhagen,Denmark,research_institute,1
296,Ivan Petrovich Pavlov,male,1904,Physiology or Medicine,"in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged",Military Medical Academy,St. Petersburg,Russia,university,1
297,Robert Koch,male,1905,Physiology or Medicine,for his investigations and discoveries in relation to tuberculosis,Institute for Infectious Diseases,Berlin,Germany,research_institute,1
298,Camillo Golgi,male,1906,Physiology or Medicine,in recognition of their work on the structure of the nervous system,Pavia University,Pavia,Italy,university,1
299,Santiago Ramón y Cajal,male,1906,Physiology or Medicine,in recognition of their work on the structure of the nervous system,Madrid University,Madrid,Spain,university,1
300,Charles Louis Alphonse Laveran,male,1907,Physiology or Medicine,in recognition of his work on the role played by protozoa in causing diseases,Institut Pasteur,Paris,France,other,1
301,Ilya Ilyich Mechnikov,male,1908,Physiology or Medicine,in recognition of their work on immunity,Institut Pasteur,Paris,France,other,1
302,Paul Ehrlich,male,1908,Physiology or Medicine,in recognition of their work on immunity,Goettingen University,Göttingen,Germany,university,1
302,Paul Ehrlich,male,1908,Physiology or Medicine,in recognition of their work on immunity,Königliches Institut für experimentelle Therapie (Royal Institute for Experimental Therapy),Frankfurt-on-the-Main,Germany,research_institute,1
303,Emil Theodor Kocher,male,1909,Physiology or Medicine,"for his work on the physiology, pathology and surgery of the thyroid gland",Berne University,Bern,Switzerland,university,1
304,Albrecht Kossel,male,1910,Physiology or Medicine,"in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances",University of Heidelberg,Heidelberg,Germany,university,1
305,Allvar Gullstrand,male,1911,Physiology or Medicine,for his work on the dioptrics of the eye,Uppsala University,Uppsala,Sweden,university,1
306,Alexis Carrel,male,1912,Physiology or Medicine,in recognition of his work on vascular suture and the transplantation of blood vessels and organs,Rockefeller Institute for Medical Research,"New York, NY",United States,research_institute,1
307,Charles Robert Richet,male,1913,Physiology or Medicine,in recognition of his work on anaphylaxis,Sorbonne University,Paris,France,university,1
308,Robert Bárány,male,1914,Physiology or Medicine,for his work on the physiology and pathology of the vestibular apparatus,Vienna University,Vienna,Austria,university,1
309,Jules Bordet,male,1919,Physiology or Medicine,for his discoveries relating to immunity,Brussels University,Brussels,Belgium,university,1
310,Schack August Steenberg Krogh,male,1920,Physiology or Medicine,for his discovery of the capillary motor regulating mechanism,Copenhagen University,Copenhagen,Denmark,university,1
311,Archibald Vivian Hill,male,1922,Physiology or Medicine,for his discovery relating to the production of heat in the muscle,London University,London,United Kingdom,university,1
312,Otto Fritz Meyerhof,male,1922,Physiology or Medicine,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,Kiel University,Kiel,Germany,university,1
313,Frederick Grant Banting,male,1923,Physiology or Medicine,for the discovery of insulin,University of Toronto,Toronto,Canada,university,1
314,John James Rickard Macleod,male,1923,Physiology or Medicine,for the discovery of insulin,University of Toronto,Toronto,Canada,university,1
315,Willem Einthoven,male,1924,Physiology or Medicine,for his discovery of the mechanism of the electrocardiogram,Leiden University,Leiden,Netherlands,university,1
316,Johannes Andreas Grib Fibiger,male,1926,Physiology or Medicine,for his discovery of the Spiroptera carcinoma,Copenhagen University,Copenhagen,Denmark,university,1
317,Julius Wagner-Jauregg,male,1927,Physiology or Medicine,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,Vienna University,Vienna,Austria,university,1
318,Charles Jules Henri Nicolle,male,1928,Physiology or Medicine,for his work on typhus,Institut Pasteur,Tunis,Tunisia,other,1
319,Christiaan Eijkman,male,1929,Physiology or Medicine,for his discovery of the antineuritic vitamin,Utrecht University,Utrecht,Netherlands,university,1
320,Sir Frederick Gowland Hopkins,male,1929,Physiology or Medicine,for his discovery of the growth-stimulating vitamins,University of Cambridge,Cambridge,United Kingdom,university,1
321,Karl Landsteiner,male,1930,Physiology or Medicine,for his discovery of human blood groups,Rockefeller Institute for Medical Research,"New York, NY",United States,research_institute,1
322,Otto Heinrich Warburg,male,1931,Physiology or Medicine,for his discovery of the nature and mode of action of the respiratory enzyme,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,other,1
323,Sir Charles Scott Sherrington,male,1932,Physiology or Medicine,for their discoveries regarding the functions of neurons,University of Oxford,Oxford,United Kingdom,university,1
324,Edgar Douglas Adrian,male,1932,Physiology or Medicine,for their discoveries regarding the functions of neurons,University of Cambridge,Cambridge,United Kingdom,university,1
325,Thomas Hunt Morgan,male,1933,Physiology or Medicine,for his discoveries concerning the role played by the chromosome in heredity,California Institute of Technology (Caltech),"Pasadena, CA",United States,university,1
326,George Hoyt Whipple,male,1934,Physiology or Medicine,for their discoveries concerning liver therapy in cases of anaemia,University of Rochester,"Rochester, NY",United States,university,1
327,George Richards Minot,male,1934,Physiology or Medicine,for their discoveries concerning liver therapy in cases of anaemia,Harvard University,"Cambridge, MA",United States,university,1
328,William Parry Murphy,male,1934,Physiology or Medicine,for their discoveries concerning liver therapy in cases of anaemia,Harvard University,"Cambridge, MA",United States,university,1
328,William Parry Murphy,male,1934,Physiology or Medicine,for their discoveries concerning liver therapy in cases of anaemia,Peter Brent Brigham Hospital,"Boston, MA",United States,research_institute,1
329,Hans Spemann,male,1935,Physiology or Medicine,for his discovery of the organizer effect in embryonic development,University of Freiburg im Breisgau,Breisgau,Germany,university,1
330,Sir Henry Hallett Dale,male,1936,Physiology or Medicine,for their discoveries relating to chemical transmission of nerve impulses,National Institute for Medical Research,London,United Kingdom,research_institute,1
331,Otto Loewi,male,1936,Physiology or Medicine,for their discoveries relating to chemical transmission of nerve impulses,Graz University,Graz,Austria,university,1
332,Albert von Szent-Györgyi Nagyrápolt,male,1937,Physiology or Medicine,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid",Szeged University,Szeged,Hungary,university,1
333,Corneille Jean François Heymans,male,1938,Physiology or Medicine,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,Ghent University,Ghent,Belgium,university,1
334,Gerhard Domagk,male,1939,Physiology or Medicine,for the discovery of the antibacterial effects of prontosil,Munster University,Munster,Germany,university,1
335,Henrik Carl Peter Dam,male,1943,Physiology or Medicine,for his discovery of vitamin K,Polytechnic Institute,Copenhagen,Denmark,university,1
336,Edward Adelbert Doisy,male,1943,Physiology or Medicine,for his discovery of the chemical nature of vitamin K,Saint Louis University,"St. Louis, MO",United States,university,1
337,Joseph Erlanger,male,1944,Physiology or Medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,Washington University,"St. Louis, MO",United States,university,1
338,Herbert Spencer Gasser,male,1944,Physiology or Medicine,for their discoveries relating to the highly differentiated functions of single nerve fibres,Rockefeller Institute for Medical Research,"New York, NY",United States,research_institute,1
339,Sir Alexander Fleming,male,1945,Physiology or Medicine,for the discovery of penicillin and its curative effect in various infectious diseases,London University,London,United Kingdom,university,1
340,Ernst Boris Chain,male,1945,Physiology or Medicine,for the discovery of penicillin and its curative effect in various infectious diseases,University of Oxford,Oxford,United Kingdom,university,1
341,Sir Howard Walter Florey,male,1945,Physiology or Medicine,for the discovery of penicillin and its curative effect in various infectious diseases,University of Oxford,Oxford,United Kingdom,university,1
342,Hermann Joseph Muller,male,1946,Physiology or Medicine,for the discovery of the production of mutations by means of X-ray irradiation,Indiana University,"Bloomington, IN",United States,university,1
343,Carl Ferdinand Cori,male,1947,Physiology or Medicine,for their discovery of the course of the catalytic conversion of glycogen,Washington University,"St. Louis, MO",United States,university,1
344,"Gerty Theresa Cori, née Radnitz",female,1947,Physiology or Medicine,for their discovery of the course of the catalytic conversion of glycogen,Washington University,"St. Louis, MO",United States,university,1
345,Bernardo Alberto Houssay,male,1947,Physiology or Medicine,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina,research_institute,1
346,Paul Hermann Müller,male,1948,Physiology or Medicine,for his discovery of the high efficiency of DDT as a contact poison against several arthropods,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland,research_institute,1
347,Walter Rudolf Hess,male,1949,Physiology or Medicine,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,University of Zurich,Zurich,Switzerland,university,1
348,António Caetano de Abreu Freire Egas Moniz,male,1949,Physiology or Medicine,for his discovery of the therapeutic value of leucotomy in certain psychoses,University of Lisbon,Lisbon,Portugal,university,1
348,António Caetano de Abreu Freire Egas Moniz,male,1949,Physiology or Medicine,for his discovery of the therapeutic value of leucotomy in certain psychoses,Neurological Institute,Lisbon,Portugal,research_institute,1
349,Edward Calvin Kendall,male,1950,Physiology or Medicine,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",Mayo Clinic,"Rochester, MN",United States,research_institute,1
350,Tadeus Reichstein,male,1950,Physiology or Medicine,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",Basel University,Basel,Switzerland,university,1
351,Philip Showalter Hench,male,1950,Physiology or Medicine,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",Mayo Clinic,"Rochester, MN",United States,research_institute,1
352,Max Theiler,male,1951,Physiology or Medicine,for his discoveries concerning yellow fever and how to combat it,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","New York, NY",United States,research_institute,1
353,Selman Abraham Waksman,male,1952,Physiology or Medicine,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",Rutgers University,"New Brunswick, NJ",United States,university,1
354,Hans Adolf Krebs,male,1953,Physiology or Medicine,for his discovery of the citric acid cycle,Sheffield University,Sheffield,United Kingdom,university,1
355,Fritz Albert Lipmann,male,1953,Physiology or Medicine,for his discovery of co-enzyme A and its importance for intermediary metabolism,Harvard Medical School,"Boston, MA",United States,other,1
355,Fritz Albert Lipmann,male,1953,Physiology or Medicine,for his discovery of co-enzyme A and its importance for intermediary metabolism,Massachusetts General Hospital,"Boston, MA",United States,research_institute,1
356,John Franklin Enders,male,1954,Physiology or Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Harvard Medical School,"Boston, MA",United States,other,1
356,John Franklin Enders,male,1954,Physiology or Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",United States,research_institute,1
357,Thomas Huckle Weller,male,1954,Physiology or Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",United States,research_institute,1
358,Frederick Chapman Robbins,male,1954,Physiology or Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,Western Reserve University,"Cleveland, OH",United States,university,1
359,Axel Hugo Theodor Theorell,male,1955,Physiology or Medicine,for his discoveries concerning the nature and mode of action of oxidation enzymes,"Karolinska Institutet, Nobel Medical Institute",Stockholm,Sweden,research_institute,1
360,André Frédéric Cournand,male,1956,Physiology or Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","New York, NY",United States,university,1
361,Werner Forssmann,male,1956,Physiology or Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,Mainz University,Mainz,Germany,university,1
362,Dickinson W. Richards,male,1956,Physiology or Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,Columbia University,"New York, NY",United States,university,1
363,Daniel Bovet,male,1957,Physiology or Medicine,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles",Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,research_institute,1
364,George Wells Beadle,male,1958,Physiology or Medicine,for their discovery that genes act by regulating definite chemical events,California Institute of Technology (Caltech),"Pasadena, CA",United States,university,1
365,Edward Lawrie Tatum,male,1958,Physiology or Medicine,for their discovery that genes act by regulating definite chemical events,Rockefeller Institute for Medical Research,"New York, NY",United States,research_institute,1
366,Joshua Lederberg,male,1958,Physiology or Medicine,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,University of Wisconsin,"Madison, WI",United States,university,1
367,Severo Ochoa,male,1959,Physiology or Medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,"New York University, College of Medicine","New York, NY",United States,university,1
368,Arthur Kornberg,male,1959,Physiology or Medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,Stanford University,"Stanford, CA",United States,university,1
369,Sir Frank Macfarlane Burnet,male,1960,Physiology or Medicine,for discovery of acquired immunological tolerance,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,research_institute,1
370,Peter Brian Medawar,male,1960,Physiology or Medicine,for discovery of acquired immunological tolerance,University College,London,United Kingdom,university,1
371,Georg von Békésy,male,1961,Physiology or Medicine,for his discoveries of the physical mechanism of stimulation within the cochlea,Harvard University,"Cambridge, MA",United States,university,1
372,Francis Harry Compton Crick,male,1962,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,research_institute,1
373,James Dewey Watson,male,1962,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Harvard University,"Cambridge, MA",United States,university,1
374,Maurice Hugh Frederick Wilkins,male,1962,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,London University,London,United Kingdom,university,1
375,Sir John Carew Eccles,male,1963,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Australian National University,Canberra,Australia,university,1
376,Alan Lloyd Hodgkin,male,1963,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,University of Cambridge,Cambridge,United Kingdom,university,1
377,Andrew Fielding Huxley,male,1963,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,University College,London,United Kingdom,university,1
378,Konrad Bloch,male,1964,Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Harvard University,"Cambridge, MA",United States,university,1
379,Feodor Lynen,male,1964,Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Max-Planck-Institut für Zellchemie,Munich,Germany,other,1
380,François Jacob,male,1965,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,Institut Pasteur,Paris,France,other,1
381,André Lwoff,male,1965,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,Institut Pasteur,Paris,France,other,1
382,Jacques Monod,male,1965,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,Institut Pasteur,Paris,France,other,1
383,Peyton Rous,male,1966,Physiology or Medicine,for his discovery of tumour-inducing viruses,Rockefeller University,"New York, NY",United States,university,1
384,Charles Brenton Huggins,male,1966,Physiology or Medicine,for his discoveries concerning hormonal treatment of prostatic cancer,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",United States,university,1
385,Ragnar Granit,male,1967,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Karolinska Institutet,Stockholm,Sweden,other,1
386,Haldan Keffer Hartline,male,1967,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Rockefeller University,"New York, NY",United States,university,1
387,George Wald,male,1967,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Harvard University,"Cambridge, MA",United States,university,1
388,Robert W. Holley,male,1968,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,Cornell University,"Ithaca, NY",United States,university,1
389,Har Gobind Khorana,male,1968,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,University of Wisconsin,"Madison, WI",United States,university,1
390,Marshall W. Nirenberg,male,1968,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,National Institutes of Health,"Bethesda, MD",United States,government,1
391,Max Delbrück,male,1969,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,California Institute of Technology (Caltech),"Pasadena, CA",United States,university,1
392,Alfred D. Hershey,male,1969,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Carnegie Institution of Washington,"Long Island, New York, NY",United States,other,1
393,Salvador E. Luria,male,1969,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
394,Sir Bernard Katz,male,1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",University College,London,United Kingdom,university,1
395,Ulf von Euler,male,1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",Karolinska Institutet,Stockholm,Sweden,other,1
396,Julius Axelrod,male,1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",National Institutes of Health,"Bethesda, MD",United States,government,1
397,"Earl W. Sutherland, Jr.",male,1971,Physiology or Medicine,for his discoveries concerning the mechanisms of the action of hormones,Vanderbilt University,"Nashville, TN",United States,university,1
398,Gerald M. Edelman,male,1972,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies,Rockefeller University,"New York, NY",United States,university,1
399,Rodney R. Porter,male,1972,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies,University of Oxford,Oxford,United Kingdom,university,1
400,Karl von Frisch,male,1973,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Zoologisches Institut der Universität München,Munich,Germany,university,1
